rank,file_path,label,selection_score,dataset,train_idxs,test_idx,num_ood_samples
1,terra_incognita/location_46/opossum/59e2a526-23d2-11e8-a6a3-ec086b02610b.jpg,6,0.9999999999456108,TerraIncognita,0-1-2,3,4500
2,terra_incognita/location_46/coyote/59a17cd5-23d2-11e8-a6a3-ec086b02610b.jpg,3,0.9999999999443066,TerraIncognita,0-1-2,3,4500
3,terra_incognita/location_46/opossum/59d75320-23d2-11e8-a6a3-ec086b02610b.jpg,6,0.9999999999327096,TerraIncognita,0-1-2,3,4500
4,terra_incognita/location_46/coyote/5a1640e9-23d2-11e8-a6a3-ec086b02610b.jpg,3,0.9999999999188267,TerraIncognita,0-1-2,3,4500
5,terra_incognita/location_46/raccoon/5a130ba4-23d2-11e8-a6a3-ec086b02610b.jpg,8,0.9999999997987845,TerraIncognita,0-1-2,3,4500
6,terra_incognita/location_46/empty/5a0c9e1e-23d2-11e8-a6a3-ec086b02610b.jpg,5,0.9999999997681046,TerraIncognita,0-1-2,3,4500
7,terra_incognita/location_46/opossum/59cb3737-23d2-11e8-a6a3-ec086b02610b.jpg,6,0.9999999996507112,TerraIncognita,0-1-2,3,4500
8,terra_incognita/location_46/empty/59ac6aaa-23d2-11e8-a6a3-ec086b02610b.jpg,5,0.9999999996263376,TerraIncognita,0-1-2,3,4500
9,terra_incognita/location_46/empty/5a14a5b2-23d2-11e8-a6a3-ec086b02610b.jpg,5,0.9999999995983457,TerraIncognita,0-1-2,3,4500
10,terra_incognita/location_46/opossum/59dc2534-23d2-11e8-a6a3-ec086b02610b.jpg,6,0.9999999994392064,TerraIncognita,0-1-2,3,4500
11,terra_incognita/location_46/empty/596eef5d-23d2-11e8-a6a3-ec086b02610b.jpg,5,0.9999999993942905,TerraIncognita,0-1-2,3,4500
12,terra_incognita/location_46/rabbit/59d8eb7e-23d2-11e8-a6a3-ec086b02610b.jpg,7,0.9999999990538553,TerraIncognita,0-1-2,3,4500
13,terra_incognita/location_46/raccoon/59c66b41-23d2-11e8-a6a3-ec086b02610b.jpg,8,0.9999999990310651,TerraIncognita,0-1-2,3,4500
14,terra_incognita/location_46/coyote/5a1e4fae-23d2-11e8-a6a3-ec086b02610b.jpg,3,0.9999999988575772,TerraIncognita,0-1-2,3,4500
15,terra_incognita/location_46/empty/59941f0a-23d2-11e8-a6a3-ec086b02610b.jpg,5,0.9999999988328432,TerraIncognita,0-1-2,3,4500
16,terra_incognita/location_46/bobcat/598f7693-23d2-11e8-a6a3-ec086b02610b.jpg,1,0.9999999987534045,TerraIncognita,0-1-2,3,4500
17,terra_incognita/location_46/raccoon/596bd938-23d2-11e8-a6a3-ec086b02610b.jpg,8,0.999999998363889,TerraIncognita,0-1-2,3,4500
18,terra_incognita/location_46/raccoon/59a94e53-23d2-11e8-a6a3-ec086b02610b.jpg,8,0.9999999982883274,TerraIncognita,0-1-2,3,4500
19,terra_incognita/location_46/rabbit/59af96e8-23d2-11e8-a6a3-ec086b02610b.jpg,7,0.9999999979696246,TerraIncognita,0-1-2,3,4500
20,terra_incognita/location_46/empty/5a02f95b-23d2-11e8-a6a3-ec086b02610b.jpg,5,0.9999999976750298,TerraIncognita,0-1-2,3,4500
21,terra_incognita/location_46/opossum/596a4dfb-23d2-11e8-a6a3-ec086b02610b.jpg,6,0.9999999975694305,TerraIncognita,0-1-2,3,4500
22,terra_incognita/location_46/rabbit/598acda4-23d2-11e8-a6a3-ec086b02610b.jpg,7,0.9999999966455742,TerraIncognita,0-1-2,3,4500
23,terra_incognita/location_46/coyote/59ddc172-23d2-11e8-a6a3-ec086b02610b.jpg,3,0.9999999961555399,TerraIncognita,0-1-2,3,4500
24,terra_incognita/location_46/raccoon/59641f0d-23d2-11e8-a6a3-ec086b02610b.jpg,8,0.9999999956259218,TerraIncognita,0-1-2,3,4500
25,terra_incognita/location_46/bobcat/5a163fe0-23d2-11e8-a6a3-ec086b02610b.jpg,1,0.9999999956170862,TerraIncognita,0-1-2,3,4500
26,terra_incognita/location_46/rabbit/59a49bfb-23d2-11e8-a6a3-ec086b02610b.jpg,7,0.9999999951344525,TerraIncognita,0-1-2,3,4500
27,terra_incognita/location_46/opossum/5a2311d0-23d2-11e8-a6a3-ec086b02610b.jpg,6,0.999999994033647,TerraIncognita,0-1-2,3,4500
28,terra_incognita/location_46/raccoon/59f6004b-23d2-11e8-a6a3-ec086b02610b.jpg,8,0.9999999939912434,TerraIncognita,0-1-2,3,4500
29,terra_incognita/location_46/opossum/596bd9e9-23d2-11e8-a6a3-ec086b02610b.jpg,6,0.9999999933824457,TerraIncognita,0-1-2,3,4500
