rank,file_path,label,selection_score,dataset,train_idxs,test_idx,num_ood_samples
1,VLCS/LabelMe/person/432fd3d7ddb84a259b5ebd624f766424.jpg,4,0.9999994756982069,VLCS,0-2-3,1,500
2,VLCS/LabelMe/person/f52d01f698d74e2084828ddde3b8f354.jpg,4,0.9999992251885342,VLCS,0-2-3,1,500
3,VLCS/LabelMe/car/e58a54aa47a54b03955db7a0f4233b07.jpg,1,0.9999992049529135,VLCS,0-2-3,1,500
4,VLCS/LabelMe/person/c8d6bbb2b2a04175a69166df5b87c3f8.jpg,4,0.9999989953392995,VLCS,0-2-3,1,500
5,VLCS/LabelMe/person/be4b58e0c2454b4b94390026821f52b8.jpg,4,0.9999989792593059,VLCS,0-2-3,1,500
6,VLCS/LabelMe/car/fa1fbfa5b79a4a18b0add39152bae750.jpg,1,0.9999989764655728,VLCS,0-2-3,1,500
7,VLCS/LabelMe/person/150b3bb1b9c94f84866ef4620e27ef79.jpg,4,0.9999989345653918,VLCS,0-2-3,1,500
8,VLCS/LabelMe/car/ca7a1521a519404098f49575dc8168a7.jpg,1,0.999998928782504,VLCS,0-2-3,1,500
9,VLCS/LabelMe/person/2d400401fbcb48ec88622cf2eb6d722c.jpg,4,0.9999988705126973,VLCS,0-2-3,1,500
10,VLCS/LabelMe/person/908ace085f9e4f259461646cb0d413de.jpg,4,0.9999987651477441,VLCS,0-2-3,1,500
11,VLCS/LabelMe/person/6700188efb5e421b8a01f713f7573e8c.jpg,4,0.9999987211202312,VLCS,0-2-3,1,500
12,VLCS/LabelMe/car/4d1c544e963a4293a1f8e1f377809bd2.jpg,1,0.9999987121551409,VLCS,0-2-3,1,500
13,VLCS/LabelMe/person/62f91affd2c640e59af9437e8840bc07.jpg,4,0.9999986905739957,VLCS,0-2-3,1,500
14,VLCS/LabelMe/person/cfdd998a3a094109acc7e55c38b3975c.jpg,4,0.9999986296558476,VLCS,0-2-3,1,500
15,VLCS/LabelMe/car/7788cd58fd694ff6b4920f81877086f0.jpg,1,0.9999986185748512,VLCS,0-2-3,1,500
16,VLCS/LabelMe/person/b42ff2ad54614edc9cea56fb5b1129ec.jpg,4,0.9999986123835992,VLCS,0-2-3,1,500
17,VLCS/LabelMe/car/f14d6de943a945308c84291b45c3aae3.jpg,1,0.9999985865690495,VLCS,0-2-3,1,500
18,VLCS/LabelMe/car/0bbb74a381e240aa851c2ca650fb82f6.jpg,1,0.9999985819731689,VLCS,0-2-3,1,500
19,VLCS/LabelMe/car/d668ede634c3480abe44ece6cbc82c61.jpg,1,0.9999985526282328,VLCS,0-2-3,1,500
20,VLCS/LabelMe/car/2cc25abf990545449781bae0bb2bff7c.jpg,1,0.9999985508285589,VLCS,0-2-3,1,500
