rank,file_path,label,selection_score,dataset,train_idxs,test_idx,num_ood_samples
1,PACS/sketch/guitar/n02676566_6864-5.png,3,0.9999951665232398,PACS,0-1-2,3,250
2,PACS/sketch/dog/5311.png,0,0.9999942252995278,PACS,0-1-2,3,250
3,PACS/sketch/guitar/n02676566_8820-5.png,3,0.9999940477563543,PACS,0-1-2,3,250
4,PACS/sketch/horse/n02374451_276-2.png,4,0.9999939081087078,PACS,0-1-2,3,250
5,PACS/sketch/guitar/n03272010_6737-2.png,3,0.9999937863460655,PACS,0-1-2,3,250
6,PACS/sketch/house/8821.png,5,0.9999935321224628,PACS,0-1-2,3,250
7,PACS/sketch/elephant/n02503517_10528-1.png,1,0.999993313969183,PACS,0-1-2,3,250
8,PACS/sketch/guitar/n02676566_4058-2.png,3,0.9999921966164007,PACS,0-1-2,3,250
9,PACS/sketch/guitar/n02676566_3360-1.png,3,0.9999921726019537,PACS,0-1-2,3,250
10,PACS/sketch/horse/n02374451_16948-6.png,4,0.999992170459283,PACS,0-1-2,3,250
11,PACS/sketch/dog/n02103406_3964-1.png,0,0.9999916249141966,PACS,0-1-2,3,250
12,PACS/sketch/horse/n02374451_14425-10.png,4,0.9999912609664845,PACS,0-1-2,3,250
13,PACS/sketch/horse/n02374451_12847-4.png,4,0.9999909147178152,PACS,0-1-2,3,250
14,PACS/sketch/horse/n02374451_262-3.png,4,0.9999905947494964,PACS,0-1-2,3,250
15,PACS/sketch/person/12152.png,6,0.9999904110327064,PACS,0-1-2,3,250
16,PACS/sketch/giraffe/n02439033_2677-7.png,2,0.9999902393127588,PACS,0-1-2,3,250
17,PACS/sketch/horse/n02374451_12418-8.png,4,0.9999895163280106,PACS,0-1-2,3,250
18,PACS/sketch/horse/n02374451_12225-5.png,4,0.9999893385342072,PACS,0-1-2,3,250
19,PACS/sketch/elephant/n02503517_1829-1.png,1,0.999988387431585,PACS,0-1-2,3,250
20,PACS/sketch/dog/n02103406_936-5.png,0,0.9999878919115777,PACS,0-1-2,3,250
21,PACS/sketch/dog/n02109525_3782-6.png,0,0.9999878054403102,PACS,0-1-2,3,250
22,PACS/sketch/guitar/n03272010_7092-5.png,3,0.999987724932195,PACS,0-1-2,3,250
23,PACS/sketch/giraffe/n02439033_991-8.png,2,0.9999873051387225,PACS,0-1-2,3,250
24,PACS/sketch/dog/n02103406_5601-1.png,0,0.9999871459886508,PACS,0-1-2,3,250
25,PACS/sketch/guitar/n02676566_4699-2.png,3,0.9999866418250267,PACS,0-1-2,3,250
26,PACS/sketch/dog/n02109525_8211-2.png,0,0.999986634408767,PACS,0-1-2,3,250
27,PACS/sketch/dog/n02109525_3782-1.png,0,0.9999862411987985,PACS,0-1-2,3,250
28,PACS/sketch/guitar/n02676566_11573-1.png,3,0.9999860728021539,PACS,0-1-2,3,250
29,PACS/sketch/horse/n02374451_1695-4.png,4,0.9999859838631915,PACS,0-1-2,3,250
30,PACS/sketch/guitar/7662.png,3,0.9999854548295138,PACS,0-1-2,3,250
31,PACS/sketch/giraffe/n02439033_2677-1.png,2,0.9999849862950502,PACS,0-1-2,3,250
32,PACS/sketch/elephant/n02503517_4413-3.png,1,0.9999839628018203,PACS,0-1-2,3,250
33,PACS/sketch/person/12189.png,6,0.9999830235002108,PACS,0-1-2,3,250
34,PACS/sketch/elephant/n02503517_7592-2.png,1,0.9999829058154407,PACS,0-1-2,3,250
35,PACS/sketch/elephant/n02503517_3879-4.png,1,0.9999827426080746,PACS,0-1-2,3,250
36,PACS/sketch/elephant/n02503517_8265-2.png,1,0.9999825345238704,PACS,0-1-2,3,250
37,PACS/sketch/dog/n02106662_18953-6.png,0,0.9999822815522629,PACS,0-1-2,3,250
38,PACS/sketch/elephant/n02503517_9270-9.png,1,0.9999818748664461,PACS,0-1-2,3,250
39,PACS/sketch/horse/n02374451_3388-6.png,4,0.999981776889575,PACS,0-1-2,3,250
40,PACS/sketch/giraffe/n02439033_14781-6.png,2,0.9999814613746126,PACS,0-1-2,3,250
41,PACS/sketch/dog/n02106662_18922-10.png,0,0.9999813082602407,PACS,0-1-2,3,250
42,PACS/sketch/dog/n02103406_3326-11.png,0,0.9999811779852529,PACS,0-1-2,3,250
43,PACS/sketch/giraffe/n02439033_14184-4.png,2,0.9999811110216076,PACS,0-1-2,3,250
44,PACS/sketch/horse/n02374451_777-2.png,4,0.999980343988046,PACS,0-1-2,3,250
45,PACS/sketch/horse/n02374451_13136-5.png,4,0.999980255707333,PACS,0-1-2,3,250
46,PACS/sketch/dog/n02106662_18953-5.png,0,0.9999801892414245,PACS,0-1-2,3,250
47,PACS/sketch/giraffe/7383.png,2,0.9999795178362839,PACS,0-1-2,3,250
48,PACS/sketch/horse/8506.png,4,0.9999788891283276,PACS,0-1-2,3,250
49,PACS/sketch/horse/n02374451_8744-4.png,4,0.9999787666913477,PACS,0-1-2,3,250
50,PACS/sketch/dog/n02103406_3743-10.png,0,0.9999785892797569,PACS,0-1-2,3,250
51,PACS/sketch/horse/n02374451_468-9.png,4,0.9999781237954931,PACS,0-1-2,3,250
52,PACS/sketch/guitar/n02676566_8309-5.png,3,0.9999780816757025,PACS,0-1-2,3,250
53,PACS/sketch/guitar/n02676566_6150-2.png,3,0.9999780379878336,PACS,0-1-2,3,250
54,PACS/sketch/person/12139.png,6,0.9999769283025086,PACS,0-1-2,3,250
55,PACS/sketch/horse/n02374451_17384-6.png,4,0.9999768031226552,PACS,0-1-2,3,250
56,PACS/sketch/elephant/n02503517_5527-4.png,1,0.9999760450312474,PACS,0-1-2,3,250
57,PACS/sketch/horse/n02374451_10761-6.png,4,0.9999752468027802,PACS,0-1-2,3,250
58,PACS/sketch/house/8871.png,5,0.9999743147179323,PACS,0-1-2,3,250
59,PACS/sketch/guitar/n02676566_6864-4.png,3,0.9999739982965342,PACS,0-1-2,3,250
60,PACS/sketch/elephant/n02503517_9043-5.png,1,0.9999733198680963,PACS,0-1-2,3,250
61,PACS/sketch/horse/n02374451_2825-10.png,4,0.9999731538182537,PACS,0-1-2,3,250
