rank,file_path,label,selection_score,dataset,train_idxs,test_idx,num_ood_samples
1,MIMIC-CXR-JPG/files/p17/p17399799/s57184714/94961b33-562512c9-e1d8389f-4878674e-9494ea6f.jpg,1,0.9992205481224734,CXR_No_Finding,1-2-3-4,0,1000
2,MIMIC-CXR-JPG/files/p14/p14025885/s57119794/9b118b21-112c50b1-08eea8be-5b01ddd6-af927c73.jpg,0,0.9987689899594997,CXR_No_Finding,1-2-3-4,0,1000
3,MIMIC-CXR-JPG/files/p16/p16905065/s53622797/b1bed67b-a4099f23-e3e45463-35ee1f55-06b83318.jpg,0,0.998670781868191,CXR_No_Finding,1-2-3-4,0,1000
4,MIMIC-CXR-JPG/files/p16/p16388704/s58559756/20089fb3-429319f2-4274aea1-f7e9b915-6d164dbd.jpg,0,0.998536278225484,CXR_No_Finding,1-2-3-4,0,1000
5,MIMIC-CXR-JPG/files/p14/p14461679/s58738910/81790842-1181c241-af082df4-5be97cd7-57c70c24.jpg,0,0.9985137796000029,CXR_No_Finding,1-2-3-4,0,1000
6,MIMIC-CXR-JPG/files/p11/p11677801/s52006999/77f91df9-d9388609-2971e66a-3d779548-0f360e3a.jpg,1,0.9984557398633478,CXR_No_Finding,1-2-3-4,0,1000
7,MIMIC-CXR-JPG/files/p13/p13192224/s52686562/9e1fc106-9eb3b3cf-5d74b5d2-ab6c4ced-840141e6.jpg,0,0.9983823600083903,CXR_No_Finding,1-2-3-4,0,1000
8,MIMIC-CXR-JPG/files/p16/p16233333/s57265213/47a1c908-870c39b2-c1a3afb6-81686be3-1e7455e5.jpg,0,0.9982661089798521,CXR_No_Finding,1-2-3-4,0,1000
9,MIMIC-CXR-JPG/files/p15/p15946966/s55795134/efce3807-4594e326-0a05070b-f34d896a-91a24722.jpg,1,0.9981643208646801,CXR_No_Finding,1-2-3-4,0,1000
10,MIMIC-CXR-JPG/files/p12/p12035173/s51787448/641fa019-25f845fc-c0910806-486ac3cd-b1ca9452.jpg,0,0.9980707796700631,CXR_No_Finding,1-2-3-4,0,1000
11,MIMIC-CXR-JPG/files/p16/p16258153/s58616486/3b005995-a601a992-9dd93072-6b9dbc55-ee384eee.jpg,0,0.9980592566589404,CXR_No_Finding,1-2-3-4,0,1000
12,MIMIC-CXR-JPG/files/p16/p16442612/s53490582/74221b9e-c1f3516a-1684b086-7f146e5b-d0a587e3.jpg,0,0.9979295082464539,CXR_No_Finding,1-2-3-4,0,1000
13,MIMIC-CXR-JPG/files/p12/p12713428/s54020988/a641ede6-f78aea12-f9ab1ae3-73c9fbcd-0914c80a.jpg,0,0.9979252574997022,CXR_No_Finding,1-2-3-4,0,1000
14,MIMIC-CXR-JPG/files/p19/p19085840/s54848078/e171acba-b38dabae-c06d9952-b7cf3281-a43be6e5.jpg,1,0.997627827298418,CXR_No_Finding,1-2-3-4,0,1000
15,MIMIC-CXR-JPG/files/p13/p13379816/s56430090/c74b6d99-4acd8eee-3e15ee39-97ae962f-43685890.jpg,0,0.9975125594477949,CXR_No_Finding,1-2-3-4,0,1000
16,MIMIC-CXR-JPG/files/p11/p11006886/s55658816/ece709c7-fbcf1d97-4fcd5dab-274f7f00-6395c19d.jpg,0,0.9974608775389463,CXR_No_Finding,1-2-3-4,0,1000
17,MIMIC-CXR-JPG/files/p12/p12491671/s54862632/96709247-1918878c-04540370-6268a34f-125ecfae.jpg,1,0.9974470666911702,CXR_No_Finding,1-2-3-4,0,1000
18,MIMIC-CXR-JPG/files/p16/p16973149/s53497102/7e431e90-ddd9cb1d-4d0e6d70-e5fca6cd-6466c403.jpg,1,0.9974431611931434,CXR_No_Finding,1-2-3-4,0,1000
19,MIMIC-CXR-JPG/files/p12/p12033033/s57946286/d7640298-ad1cd682-64f12944-7c80ed97-181e4211.jpg,0,0.9974423158792659,CXR_No_Finding,1-2-3-4,0,1000
20,MIMIC-CXR-JPG/files/p14/p14877162/s53205325/5bacb18b-f95d9843-6df5a58d-e80712ae-40eccfac.jpg,1,0.997401910559434,CXR_No_Finding,1-2-3-4,0,1000
21,MIMIC-CXR-JPG/files/p12/p12990675/s55344895/7de0cc6d-7255f655-78913978-75726c16-ed2f45fb.jpg,0,0.9973495786946436,CXR_No_Finding,1-2-3-4,0,1000
22,MIMIC-CXR-JPG/files/p16/p16065369/s56676327/f0ff53f5-459f8de3-4c8136cc-03cc7eab-a68e778f.jpg,1,0.9973460407241103,CXR_No_Finding,1-2-3-4,0,1000
23,MIMIC-CXR-JPG/files/p15/p15345931/s58799612/f2531387-1b26400d-4312ceb3-f43d9900-13d9141d.jpg,1,0.99730949136983,CXR_No_Finding,1-2-3-4,0,1000
24,MIMIC-CXR-JPG/files/p14/p14002720/s55088053/cf24839c-4e8d4c15-2e7580c9-5416ae05-088f72c4.jpg,0,0.9972985732612503,CXR_No_Finding,1-2-3-4,0,1000
25,MIMIC-CXR-JPG/files/p10/p10518350/s58499355/c4488629-64eee0da-fdf82793-105d2b64-e0c3b965.jpg,0,0.997296497739256,CXR_No_Finding,1-2-3-4,0,1000
26,MIMIC-CXR-JPG/files/p19/p19878757/s53910213/e2d50a6e-fbccd32b-19a02b42-e8b368f0-27cd7ec9.jpg,0,0.9972906829669729,CXR_No_Finding,1-2-3-4,0,1000
27,MIMIC-CXR-JPG/files/p15/p15562207/s55681069/d541c065-8ed78e8b-144ffbf2-e74fe7c4-7444f4f0.jpg,0,0.9972802656340127,CXR_No_Finding,1-2-3-4,0,1000
28,MIMIC-CXR-JPG/files/p12/p12882274/s55297338/7479c422-4aa5f928-7611b0e4-2a13fddd-7d37294b.jpg,0,0.9972531865673432,CXR_No_Finding,1-2-3-4,0,1000
29,MIMIC-CXR-JPG/files/p13/p13485392/s52366642/b7acfe96-07f90b4b-8bab7367-af60fef7-04a2abcb.jpg,0,0.9972136401415629,CXR_No_Finding,1-2-3-4,0,1000
30,MIMIC-CXR-JPG/files/p11/p11258973/s52768852/5a76df42-3c510580-8122336d-2fa2f1e8-c413e873.jpg,0,0.9972127218087579,CXR_No_Finding,1-2-3-4,0,1000
31,MIMIC-CXR-JPG/files/p17/p17037764/s58119352/0458c78f-1f9c3d35-5d2fde46-e6d91043-3dafeb68.jpg,0,0.9970098633268204,CXR_No_Finding,1-2-3-4,0,1000
32,MIMIC-CXR-JPG/files/p12/p12251689/s52948637/a7f7371f-d826c10f-f30f14a3-299b4328-6029ad5e.jpg,0,0.996979297513311,CXR_No_Finding,1-2-3-4,0,1000
33,MIMIC-CXR-JPG/files/p18/p18712225/s55918366/87e22d88-01daccec-9facea5b-542a84ab-b862d85b.jpg,0,0.9969470882045148,CXR_No_Finding,1-2-3-4,0,1000
34,MIMIC-CXR-JPG/files/p11/p11515132/s51303343/089978e7-8d884bd7-1219d0b7-3c68d851-edc80758.jpg,1,0.9969163459239024,CXR_No_Finding,1-2-3-4,0,1000
35,MIMIC-CXR-JPG/files/p10/p10466167/s59303863/059346ef-297ef070-f26573ea-4eb41c96-7a3a856c.jpg,0,0.9968328770123117,CXR_No_Finding,1-2-3-4,0,1000
36,MIMIC-CXR-JPG/files/p10/p10261569/s50533075/9ed6cff7-976b0887-63b289a3-26d8505f-c9473b5f.jpg,1,0.9967590450385062,CXR_No_Finding,1-2-3-4,0,1000
37,MIMIC-CXR-JPG/files/p18/p18060844/s52491188/80f5381b-c8629e85-bf21f8aa-ba32c7ec-0850d571.jpg,1,0.9967507872732514,CXR_No_Finding,1-2-3-4,0,1000
38,MIMIC-CXR-JPG/files/p14/p14190634/s56473111/5d851d56-15c6bc85-f2eae26f-07c498ee-82c0464f.jpg,0,0.9967233707479786,CXR_No_Finding,1-2-3-4,0,1000
39,MIMIC-CXR-JPG/files/p13/p13600583/s51812657/93cb7e12-078d52bd-2beddf78-474ac120-bb9fddd9.jpg,1,0.996712724981575,CXR_No_Finding,1-2-3-4,0,1000
40,MIMIC-CXR-JPG/files/p12/p12990431/s50832193/e7aa3ed6-208a3d97-d8ba17a2-970d1afe-a6c1f2cb.jpg,1,0.9967121031108028,CXR_No_Finding,1-2-3-4,0,1000
41,MIMIC-CXR-JPG/files/p10/p10779064/s59059799/6b707d16-16cd8384-42456ebc-94884fef-ff68602e.jpg,0,0.9966915296154902,CXR_No_Finding,1-2-3-4,0,1000
42,MIMIC-CXR-JPG/files/p17/p17729814/s51392282/dbe69a5e-2d3a2509-dcabfb3b-330b0140-af0113c4.jpg,0,0.9965926417156622,CXR_No_Finding,1-2-3-4,0,1000
43,MIMIC-CXR-JPG/files/p17/p17421215/s59040426/f612b0eb-b563ec38-55687dfc-098cf32c-0d85c698.jpg,1,0.9965709550361098,CXR_No_Finding,1-2-3-4,0,1000
44,MIMIC-CXR-JPG/files/p10/p10149316/s59440282/4ee8ee37-fc96ca0d-6fe6facd-f23ae953-704e377e.jpg,0,0.9964950013145671,CXR_No_Finding,1-2-3-4,0,1000
45,MIMIC-CXR-JPG/files/p13/p13202545/s57330496/29337323-daef7575-818473ca-936e960c-b60428c1.jpg,0,0.9964809552034165,CXR_No_Finding,1-2-3-4,0,1000
46,MIMIC-CXR-JPG/files/p11/p11739273/s57200964/a1c0051c-1f4704c4-663b4560-a7e4afe0-83870891.jpg,1,0.9964761144852288,CXR_No_Finding,1-2-3-4,0,1000
47,MIMIC-CXR-JPG/files/p14/p14674928/s59045445/39bf333d-71b90fbd-3b5c70cb-04e97e1e-a92c83af.jpg,0,0.9964710005275538,CXR_No_Finding,1-2-3-4,0,1000
48,MIMIC-CXR-JPG/files/p15/p15335760/s55420308/8e1e7089-4ee514df-bc021785-bd0e3f8c-e1f0329b.jpg,1,0.9964373302424215,CXR_No_Finding,1-2-3-4,0,1000
49,MIMIC-CXR-JPG/files/p15/p15199994/s52012049/39f163a6-e3c3d37b-dea835d0-09555abd-36c3292a.jpg,1,0.9963915209320922,CXR_No_Finding,1-2-3-4,0,1000
50,MIMIC-CXR-JPG/files/p13/p13523655/s52963364/c54fd10a-989bfcd0-30e81283-2da99ae0-c3ab36a2.jpg,0,0.9963413356924629,CXR_No_Finding,1-2-3-4,0,1000
51,MIMIC-CXR-JPG/files/p15/p15592981/s53232956/a960ea54-53d720dc-e613637c-738f6e79-03538f3f.jpg,1,0.9963329410146134,CXR_No_Finding,1-2-3-4,0,1000
52,MIMIC-CXR-JPG/files/p19/p19202413/s54980483/4d0ca2b6-3ae4fe4b-03ee37b7-7ab10291-262f8335.jpg,1,0.9963175708779384,CXR_No_Finding,1-2-3-4,0,1000
53,MIMIC-CXR-JPG/files/p10/p10896351/s56514316/0f00f702-cdd380ae-8275013f-a4bc8163-d6cdefa2.jpg,1,0.9962991558995611,CXR_No_Finding,1-2-3-4,0,1000
54,MIMIC-CXR-JPG/files/p17/p17175679/s51972399/5e170935-2135effb-fff1d62a-7c2598e6-450aa9bb.jpg,0,0.9962731339434531,CXR_No_Finding,1-2-3-4,0,1000
55,MIMIC-CXR-JPG/files/p11/p11617629/s52974540/6c595de9-f822e370-4f87a250-1157f8d8-98363bd9.jpg,0,0.9961874171185815,CXR_No_Finding,1-2-3-4,0,1000
