rank,file_path,label,selection_score,dataset,train_idxs,test_idx,num_ood_samples
1,terra_incognita/location_46/opossum/59ffba53-23d2-11e8-a6a3-ec086b02610b.jpg,6,0.999987905806227,TerraIncognita,0-1-2,3,2750
2,terra_incognita/location_46/rabbit/59fe2143-23d2-11e8-a6a3-ec086b02610b.jpg,7,0.9999861650958813,TerraIncognita,0-1-2,3,2750
3,terra_incognita/location_46/bobcat/5a0c9b03-23d2-11e8-a6a3-ec086b02610b.jpg,1,0.999984002684829,TerraIncognita,0-1-2,3,2750
4,terra_incognita/location_46/rabbit/5a2e128a-23d2-11e8-a6a3-ec086b02610b.jpg,7,0.9999832593506273,TerraIncognita,0-1-2,3,2750
5,terra_incognita/location_46/empty/59c1792a-23d2-11e8-a6a3-ec086b02610b.jpg,5,0.9999814379698951,TerraIncognita,0-1-2,3,2750
6,terra_incognita/location_46/coyote/59b48429-23d2-11e8-a6a3-ec086b02610b.jpg,3,0.9999810902224782,TerraIncognita,0-1-2,3,2750
7,terra_incognita/location_46/rabbit/59f79be1-23d2-11e8-a6a3-ec086b02610b.jpg,7,0.9999795868662137,TerraIncognita,0-1-2,3,2750
8,terra_incognita/location_46/bobcat/59e103b8-23d2-11e8-a6a3-ec086b02610b.jpg,1,0.9999792930379173,TerraIncognita,0-1-2,3,2750
9,terra_incognita/location_46/raccoon/5a116d0c-23d2-11e8-a6a3-ec086b02610b.jpg,8,0.9999790907125218,TerraIncognita,0-1-2,3,2750
10,terra_incognita/location_46/raccoon/5a2af4ba-23d2-11e8-a6a3-ec086b02610b.jpg,8,0.9999780239298134,TerraIncognita,0-1-2,3,2750
11,terra_incognita/location_46/coyote/59e10423-23d2-11e8-a6a3-ec086b02610b.jpg,3,0.999977564583893,TerraIncognita,0-1-2,3,2750
12,terra_incognita/location_46/bobcat/598de7b0-23d2-11e8-a6a3-ec086b02610b.jpg,1,0.9999771720681169,TerraIncognita,0-1-2,3,2750
13,terra_incognita/location_46/raccoon/59e43e85-23d2-11e8-a6a3-ec086b02610b.jpg,8,0.9999767078704563,TerraIncognita,0-1-2,3,2750
14,terra_incognita/location_46/raccoon/59a94d52-23d2-11e8-a6a3-ec086b02610b.jpg,8,0.9999761657571911,TerraIncognita,0-1-2,3,2750
15,terra_incognita/location_46/raccoon/5a27d9ab-23d2-11e8-a6a3-ec086b02610b.jpg,8,0.9999748907442845,TerraIncognita,0-1-2,3,2750
16,terra_incognita/location_46/raccoon/59d5b7a3-23d2-11e8-a6a3-ec086b02610b.jpg,8,0.9999748722036639,TerraIncognita,0-1-2,3,2750
17,terra_incognita/location_46/opossum/597cd6c7-23d2-11e8-a6a3-ec086b02610b.jpg,6,0.9999738562973306,TerraIncognita,0-1-2,3,2750
