rank,file_path,label,selection_score,dataset,train_idxs,test_idx,num_ood_samples
1,MIMIC-CXR-JPG/files/p14/p14809981/s50088847/916f0e41-e641c92b-9503c980-d3b655f3-e2d34997.jpg,0,1.0,CXR_No_Finding,1-2-3-4,0,20
2,MIMIC-CXR-JPG/files/p13/p13922087/s55701831/67476b20-2b9f3d26-a34cf213-71581777-9d45d107.jpg,0,1.0,CXR_No_Finding,1-2-3-4,0,20
3,MIMIC-CXR-JPG/files/p16/p16019229/s53466560/b95ef67c-4c2c6d3c-3ca45e96-5df8d6dd-68ca0b2e.jpg,0,1.0,CXR_No_Finding,1-2-3-4,0,20
4,MIMIC-CXR-JPG/files/p17/p17545707/s57778488/d02efa8b-24e53cec-5f52021a-7057fc42-25880a24.jpg,1,1.0,CXR_No_Finding,1-2-3-4,0,20
5,MIMIC-CXR-JPG/files/p11/p11970980/s51781506/4eed4d2e-010c4aaa-ce7e4374-711f0853-87f2e796.jpg,0,1.0,CXR_No_Finding,1-2-3-4,0,20
6,MIMIC-CXR-JPG/files/p16/p16254157/s50516008/a1e45e7d-5b6ec508-71194755-73070e93-231373f6.jpg,1,1.0,CXR_No_Finding,1-2-3-4,0,20
7,MIMIC-CXR-JPG/files/p14/p14387068/s54023727/d395c594-96025cff-7e6af4ad-ca08ac10-032bd500.jpg,0,1.0,CXR_No_Finding,1-2-3-4,0,20
8,MIMIC-CXR-JPG/files/p11/p11963546/s55810914/2d25a9b5-121989d4-23cac44e-2c3a7ea4-7eeee711.jpg,0,1.0,CXR_No_Finding,1-2-3-4,0,20
9,MIMIC-CXR-JPG/files/p13/p13364829/s56459024/35a25f3d-4aa13908-e038b51e-766f0afc-a12317a9.jpg,1,1.0,CXR_No_Finding,1-2-3-4,0,20
10,MIMIC-CXR-JPG/files/p15/p15928183/s58165019/eacd0025-44c7970c-dcd7ef17-f7a722e4-41d97978.jpg,1,1.0,CXR_No_Finding,1-2-3-4,0,20
11,MIMIC-CXR-JPG/files/p15/p15248866/s50634039/292bfce7-610e7826-c6651607-e937d968-78a25265.jpg,0,1.0,CXR_No_Finding,1-2-3-4,0,20
12,MIMIC-CXR-JPG/files/p18/p18207287/s59820936/f927c4fd-69fba912-704f0456-06bdf3d4-c9fa7295.jpg,1,1.0,CXR_No_Finding,1-2-3-4,0,20
13,MIMIC-CXR-JPG/files/p10/p10745810/s52155697/f22492ad-be5397cc-79f1b589-b5e467f4-fa3e0bf3.jpg,1,1.0,CXR_No_Finding,1-2-3-4,0,20
14,MIMIC-CXR-JPG/files/p15/p15938425/s57376433/1cc09e71-5807bcd9-8f3b86a3-aca77840-b76219eb.jpg,1,1.0,CXR_No_Finding,1-2-3-4,0,20
15,MIMIC-CXR-JPG/files/p14/p14350618/s58053500/60fed031-55651d43-9b3ebbf1-6d1e18a8-4ef6ac5b.jpg,0,1.0,CXR_No_Finding,1-2-3-4,0,20
16,MIMIC-CXR-JPG/files/p18/p18525583/s55840975/e32e4c7a-c3ae060a-43998e4c-6b456b5b-28db2c9a.jpg,0,1.0,CXR_No_Finding,1-2-3-4,0,20
17,MIMIC-CXR-JPG/files/p17/p17585916/s52898000/bb63b659-c0f8feb1-84c6f4e4-edf41f85-a38cd392.jpg,1,1.0,CXR_No_Finding,1-2-3-4,0,20
18,MIMIC-CXR-JPG/files/p17/p17055995/s58952124/5b884d40-dbd3f418-77c8b6b7-eecb5a18-035015c0.jpg,1,1.0,CXR_No_Finding,1-2-3-4,0,20
19,MIMIC-CXR-JPG/files/p16/p16296993/s52920201/cc48b0c0-330ab041-43bd6561-bc6f78cf-15ffa89d.jpg,0,1.0,CXR_No_Finding,1-2-3-4,0,20
20,MIMIC-CXR-JPG/files/p11/p11210944/s54302293/2284ff55-8c4984d9-046aac6e-9ad20acd-e74bd547.jpg,0,1.0,CXR_No_Finding,1-2-3-4,0,20
