rank,file_path,label,selection_score,dataset,train_idxs,test_idx,num_ood_samples
1,camelyon17_v1.0/patches/patient_087_node_0/patch_patient_087_node_0_x_38304_y_15328.png,0,0.9999891372432534,WILDSCamelyon,0-1-2,4,7500
2,camelyon17_v1.0/patches/patient_092_node_1/patch_patient_092_node_1_x_31648_y_17600.png,1,0.9999871344483352,WILDSCamelyon,0-1-2,4,7500
3,camelyon17_v1.0/patches/patient_096_node_0/patch_patient_096_node_0_x_23296_y_10912.png,1,0.9999857617186256,WILDSCamelyon,0-1-2,4,7500
4,camelyon17_v1.0/patches/patient_080_node_1/patch_patient_080_node_1_x_32800_y_8800.png,0,0.999984139461649,WILDSCamelyon,0-1-2,4,7500
5,camelyon17_v1.0/patches/patient_086_node_0/patch_patient_086_node_0_x_29856_y_8032.png,0,0.9999838456520664,WILDSCamelyon,0-1-2,4,7500
6,camelyon17_v1.0/patches/patient_086_node_4/patch_patient_086_node_4_x_6400_y_21408.png,0,0.999981764268346,WILDSCamelyon,0-1-2,4,7500
7,camelyon17_v1.0/patches/patient_099_node_4/patch_patient_099_node_4_x_21216_y_3104.png,1,0.9999788915843464,WILDSCamelyon,0-1-2,4,7500
8,camelyon17_v1.0/patches/patient_096_node_0/patch_patient_096_node_0_x_24352_y_8512.png,1,0.999978319851972,WILDSCamelyon,0-1-2,4,7500
9,camelyon17_v1.0/patches/patient_092_node_1/patch_patient_092_node_1_x_33248_y_18240.png,1,0.999977964329691,WILDSCamelyon,0-1-2,4,7500
10,camelyon17_v1.0/patches/patient_096_node_0/patch_patient_096_node_0_x_34656_y_11328.png,1,0.9999775975943912,WILDSCamelyon,0-1-2,4,7500
11,camelyon17_v1.0/patches/patient_096_node_0/patch_patient_096_node_0_x_36352_y_3136.png,1,0.9999759751389554,WILDSCamelyon,0-1-2,4,7500
12,camelyon17_v1.0/patches/patient_087_node_0/patch_patient_087_node_0_x_38912_y_13440.png,0,0.9999720993219372,WILDSCamelyon,0-1-2,4,7500
13,camelyon17_v1.0/patches/patient_099_node_4/patch_patient_099_node_4_x_14464_y_9216.png,0,0.9999709492128764,WILDSCamelyon,0-1-2,4,7500
14,camelyon17_v1.0/patches/patient_096_node_0/patch_patient_096_node_0_x_23232_y_12160.png,1,0.9999677202977252,WILDSCamelyon,0-1-2,4,7500
15,camelyon17_v1.0/patches/patient_096_node_0/patch_patient_096_node_0_x_35008_y_3680.png,1,0.999966204201326,WILDSCamelyon,0-1-2,4,7500
16,camelyon17_v1.0/patches/patient_092_node_1/patch_patient_092_node_1_x_31040_y_17856.png,1,0.9999648553294512,WILDSCamelyon,0-1-2,4,7500
17,camelyon17_v1.0/patches/patient_096_node_0/patch_patient_096_node_0_x_36128_y_5184.png,1,0.9999639950870646,WILDSCamelyon,0-1-2,4,7500
18,camelyon17_v1.0/patches/patient_080_node_1/patch_patient_080_node_1_x_5664_y_8224.png,0,0.9999600066217886,WILDSCamelyon,0-1-2,4,7500
19,camelyon17_v1.0/patches/patient_096_node_0/patch_patient_096_node_0_x_23360_y_11680.png,1,0.999959356887469,WILDSCamelyon,0-1-2,4,7500
20,camelyon17_v1.0/patches/patient_096_node_0/patch_patient_096_node_0_x_35680_y_4704.png,1,0.9999587657847104,WILDSCamelyon,0-1-2,4,7500
21,camelyon17_v1.0/patches/patient_086_node_4/patch_patient_086_node_4_x_15488_y_21440.png,0,0.9999581270906128,WILDSCamelyon,0-1-2,4,7500
22,camelyon17_v1.0/patches/patient_081_node_4/patch_patient_081_node_4_x_18592_y_2528.png,0,0.9999573369116516,WILDSCamelyon,0-1-2,4,7500
23,camelyon17_v1.0/patches/patient_099_node_4/patch_patient_099_node_4_x_6592_y_18944.png,0,0.9999562183929014,WILDSCamelyon,0-1-2,4,7500
24,camelyon17_v1.0/patches/patient_087_node_0/patch_patient_087_node_0_x_7008_y_7936.png,0,0.9999546528853795,WILDSCamelyon,0-1-2,4,7500
25,camelyon17_v1.0/patches/patient_096_node_0/patch_patient_096_node_0_x_34912_y_6240.png,1,0.9999534732312276,WILDSCamelyon,0-1-2,4,7500
26,camelyon17_v1.0/patches/patient_096_node_0/patch_patient_096_node_0_x_37952_y_8224.png,1,0.9999533829409084,WILDSCamelyon,0-1-2,4,7500
27,camelyon17_v1.0/patches/patient_089_node_3/patch_patient_089_node_3_x_25056_y_4448.png,0,0.9999528066893508,WILDSCamelyon,0-1-2,4,7500
