rank,file_path,label,selection_score,dataset,train_idxs,test_idx,num_ood_samples
1,MIMIC-CXR-JPG/files/p19/p19377057/s56368238/aa7e7d3b-d1df9268-48b25f45-d4ca6e12-44a99eab.jpg,1,0.9998195645427955,CXR_No_Finding,1-2-3-4,0,15000
2,MIMIC-CXR-JPG/files/p15/p15562207/s55681069/d541c065-8ed78e8b-144ffbf2-e74fe7c4-7444f4f0.jpg,0,0.9998171127315354,CXR_No_Finding,1-2-3-4,0,15000
3,MIMIC-CXR-JPG/files/p14/p14702908/s52128157/67020752-8e80f42d-bcd81cf2-6f79fd0c-fb07eee7.jpg,0,0.9997991157679922,CXR_No_Finding,1-2-3-4,0,15000
4,MIMIC-CXR-JPG/files/p16/p16181355/s58856345/c097c136-fed7bab4-e1f517db-5091d84b-2d54f23d.jpg,0,0.9997351906601004,CXR_No_Finding,1-2-3-4,0,15000
5,MIMIC-CXR-JPG/files/p10/p10379185/s51896127/ba936d30-60ca5f04-7bcc5852-4c87c074-3eee1407.jpg,0,0.9997270104107201,CXR_No_Finding,1-2-3-4,0,15000
6,MIMIC-CXR-JPG/files/p12/p12586254/s58510304/6c9c58a4-7bb513b9-e2646242-52e44d14-65a066c5.jpg,1,0.9997193941572744,CXR_No_Finding,1-2-3-4,0,15000
7,MIMIC-CXR-JPG/files/p17/p17132282/s53849836/c9514c62-3d4c11be-1ca9b4e5-9c878cd9-978ae236.jpg,0,0.999711964490059,CXR_No_Finding,1-2-3-4,0,15000
8,MIMIC-CXR-JPG/files/p13/p13744378/s51022354/108afdf2-d5180a54-2a5e8798-593093f4-07ed8f8b.jpg,1,0.9997054253517951,CXR_No_Finding,1-2-3-4,0,15000
9,MIMIC-CXR-JPG/files/p12/p12491671/s54862632/96709247-1918878c-04540370-6268a34f-125ecfae.jpg,1,0.9997053646829174,CXR_No_Finding,1-2-3-4,0,15000
10,MIMIC-CXR-JPG/files/p15/p15920591/s55478165/1ff3738d-eb31f939-7b67f84e-a7f1f820-591a1942.jpg,0,0.999692133085378,CXR_No_Finding,1-2-3-4,0,15000
11,MIMIC-CXR-JPG/files/p17/p17338174/s54070159/edb1f050-3f99ff7c-5c947b4d-b8c2baf1-65d7fa6c.jpg,0,0.9996795917759278,CXR_No_Finding,1-2-3-4,0,15000
12,MIMIC-CXR-JPG/files/p10/p10388675/s56387641/dff21510-c2076277-c49ef220-19b348d7-b5f03acc.jpg,1,0.9996787932079136,CXR_No_Finding,1-2-3-4,0,15000
13,MIMIC-CXR-JPG/files/p12/p12406461/s52186128/ff80d10f-ca88d24f-cd149088-53207110-82934460.jpg,0,0.9996540733710031,CXR_No_Finding,1-2-3-4,0,15000
14,MIMIC-CXR-JPG/files/p12/p12789108/s50590594/abb8729c-3efb74d7-131e0341-79bef4be-45e9254e.jpg,1,0.9996359720528161,CXR_No_Finding,1-2-3-4,0,15000
15,MIMIC-CXR-JPG/files/p13/p13192224/s52686562/9e1fc106-9eb3b3cf-5d74b5d2-ab6c4ced-840141e6.jpg,0,0.9996342892078891,CXR_No_Finding,1-2-3-4,0,15000
16,MIMIC-CXR-JPG/files/p18/p18004396/s55759606/a6426d74-16504074-c23bd6b5-60927b22-d2f0da97.jpg,0,0.9996266650303427,CXR_No_Finding,1-2-3-4,0,15000
17,MIMIC-CXR-JPG/files/p17/p17469535/s51590909/1afd0cd4-6fa60119-5d36f1b0-1ec73264-90c099b4.jpg,1,0.9996117211059101,CXR_No_Finding,1-2-3-4,0,15000
18,MIMIC-CXR-JPG/files/p15/p15795647/s58246624/c879f1e0-d297bf5d-806095b1-3cca6742-6692e24d.jpg,0,0.9996063411043414,CXR_No_Finding,1-2-3-4,0,15000
19,MIMIC-CXR-JPG/files/p13/p13452589/s51645924/08060b3b-ea78a112-7f4810bd-eb88467a-9b9aecf2.jpg,1,0.9995946223697384,CXR_No_Finding,1-2-3-4,0,15000
20,MIMIC-CXR-JPG/files/p18/p18689766/s57284149/b21054cb-53b228db-c8e87d57-5e7334f4-0cd66053.jpg,1,0.9995836454509922,CXR_No_Finding,1-2-3-4,0,15000
