rank,file_path,label,selection_score,dataset,train_idxs,test_idx,num_ood_samples
1,sample_18432,,0.9999999999643139,WILDSCivilComments,0-1-2-3-5-6,4,2500
2,sample_33832,,0.9999999999545577,WILDSCivilComments,0-1-2-3-5-6,4,2500
3,sample_22908,,0.999999999946189,WILDSCivilComments,0-1-2-3-5-6,4,2500
4,sample_52681,,0.999999999936988,WILDSCivilComments,0-1-2-3-5-6,4,2500
5,sample_17369,,0.9999999999178162,WILDSCivilComments,0-1-2-3-5-6,4,2500
6,sample_45,,0.9999999999078912,WILDSCivilComments,0-1-2-3-5-6,4,2500
7,sample_4035,,0.9999999999007925,WILDSCivilComments,0-1-2-3-5-6,4,2500
8,sample_22606,,0.999999999874539,WILDSCivilComments,0-1-2-3-5-6,4,2500
9,sample_28805,,0.9999999998649707,WILDSCivilComments,0-1-2-3-5-6,4,2500
10,sample_5425,,0.9999999998647546,WILDSCivilComments,0-1-2-3-5-6,4,2500
11,sample_39202,,0.9999999998645674,WILDSCivilComments,0-1-2-3-5-6,4,2500
12,sample_13593,,0.9999999998454887,WILDSCivilComments,0-1-2-3-5-6,4,2500
13,sample_20765,,0.9999999998452158,WILDSCivilComments,0-1-2-3-5-6,4,2500
14,sample_30420,,0.9999999998410376,WILDSCivilComments,0-1-2-3-5-6,4,2500
15,sample_38609,,0.9999999998261877,WILDSCivilComments,0-1-2-3-5-6,4,2500
16,sample_15673,,0.999999999817073,WILDSCivilComments,0-1-2-3-5-6,4,2500
17,sample_52303,,0.9999999998154638,WILDSCivilComments,0-1-2-3-5-6,4,2500
18,sample_36127,,0.9999999998105689,WILDSCivilComments,0-1-2-3-5-6,4,2500
19,sample_49148,,0.9999999998091731,WILDSCivilComments,0-1-2-3-5-6,4,2500
20,sample_15269,,0.9999999998023419,WILDSCivilComments,0-1-2-3-5-6,4,2500
21,sample_37301,,0.9999999998005988,WILDSCivilComments,0-1-2-3-5-6,4,2500
22,sample_17019,,0.9999999997965652,WILDSCivilComments,0-1-2-3-5-6,4,2500
23,sample_44302,,0.9999999997913047,WILDSCivilComments,0-1-2-3-5-6,4,2500
24,sample_42193,,0.9999999997750093,WILDSCivilComments,0-1-2-3-5-6,4,2500
25,sample_24785,,0.9999999997671289,WILDSCivilComments,0-1-2-3-5-6,4,2500
26,sample_33229,,0.9999999997627795,WILDSCivilComments,0-1-2-3-5-6,4,2500
27,sample_17757,,0.9999999997552442,WILDSCivilComments,0-1-2-3-5-6,4,2500
28,sample_26916,,0.9999999997538147,WILDSCivilComments,0-1-2-3-5-6,4,2500
29,sample_43404,,0.9999999997492359,WILDSCivilComments,0-1-2-3-5-6,4,2500
30,sample_8007,,0.9999999997436562,WILDSCivilComments,0-1-2-3-5-6,4,2500
31,sample_43399,,0.9999999997372446,WILDSCivilComments,0-1-2-3-5-6,4,2500
32,sample_45436,,0.9999999997244948,WILDSCivilComments,0-1-2-3-5-6,4,2500
33,sample_52720,,0.9999999997236018,WILDSCivilComments,0-1-2-3-5-6,4,2500
34,sample_39165,,0.9999999997050428,WILDSCivilComments,0-1-2-3-5-6,4,2500
35,sample_26591,,0.9999999997041706,WILDSCivilComments,0-1-2-3-5-6,4,2500
36,sample_27757,,0.999999999699543,WILDSCivilComments,0-1-2-3-5-6,4,2500
37,sample_12717,,0.9999999996944415,WILDSCivilComments,0-1-2-3-5-6,4,2500
38,sample_46884,,0.999999999694279,WILDSCivilComments,0-1-2-3-5-6,4,2500
39,sample_23572,,0.9999999996915407,WILDSCivilComments,0-1-2-3-5-6,4,2500
40,sample_38809,,0.999999999690719,WILDSCivilComments,0-1-2-3-5-6,4,2500
41,sample_51044,,0.999999999690687,WILDSCivilComments,0-1-2-3-5-6,4,2500
42,sample_38075,,0.9999999996846352,WILDSCivilComments,0-1-2-3-5-6,4,2500
43,sample_23360,,0.9999999996805737,WILDSCivilComments,0-1-2-3-5-6,4,2500
44,sample_663,,0.999999999679797,WILDSCivilComments,0-1-2-3-5-6,4,2500
45,sample_45082,,0.9999999996697557,WILDSCivilComments,0-1-2-3-5-6,4,2500
46,sample_17977,,0.9999999996690432,WILDSCivilComments,0-1-2-3-5-6,4,2500
47,sample_23822,,0.999999999662843,WILDSCivilComments,0-1-2-3-5-6,4,2500
48,sample_6946,,0.9999999996559741,WILDSCivilComments,0-1-2-3-5-6,4,2500
49,sample_33723,,0.9999999996531284,WILDSCivilComments,0-1-2-3-5-6,4,2500
50,sample_32792,,0.9999999996428552,WILDSCivilComments,0-1-2-3-5-6,4,2500
51,sample_27068,,0.9999999996374629,WILDSCivilComments,0-1-2-3-5-6,4,2500
52,sample_27329,,0.9999999996353373,WILDSCivilComments,0-1-2-3-5-6,4,2500
53,sample_8128,,0.99999999963333,WILDSCivilComments,0-1-2-3-5-6,4,2500
54,sample_24256,,0.9999999996280882,WILDSCivilComments,0-1-2-3-5-6,4,2500
55,sample_17525,,0.9999999996238449,WILDSCivilComments,0-1-2-3-5-6,4,2500
56,sample_5282,,0.9999999996222761,WILDSCivilComments,0-1-2-3-5-6,4,2500
57,sample_5351,,0.9999999996218811,WILDSCivilComments,0-1-2-3-5-6,4,2500
58,sample_11080,,0.9999999996206799,WILDSCivilComments,0-1-2-3-5-6,4,2500
59,sample_35904,,0.999999999616346,WILDSCivilComments,0-1-2-3-5-6,4,2500
60,sample_29791,,0.999999999606372,WILDSCivilComments,0-1-2-3-5-6,4,2500
61,sample_44014,,0.9999999995995756,WILDSCivilComments,0-1-2-3-5-6,4,2500
62,sample_31536,,0.9999999995975328,WILDSCivilComments,0-1-2-3-5-6,4,2500
63,sample_46444,,0.999999999592303,WILDSCivilComments,0-1-2-3-5-6,4,2500
64,sample_23895,,0.9999999995913718,WILDSCivilComments,0-1-2-3-5-6,4,2500
65,sample_22653,,0.9999999995750681,WILDSCivilComments,0-1-2-3-5-6,4,2500
66,sample_16604,,0.9999999995724713,WILDSCivilComments,0-1-2-3-5-6,4,2500
67,sample_8457,,0.9999999995685616,WILDSCivilComments,0-1-2-3-5-6,4,2500
68,sample_6829,,0.9999999995651436,WILDSCivilComments,0-1-2-3-5-6,4,2500
69,sample_42661,,0.999999999559076,WILDSCivilComments,0-1-2-3-5-6,4,2500
70,sample_51352,,0.9999999995550317,WILDSCivilComments,0-1-2-3-5-6,4,2500
71,sample_16647,,0.9999999995547566,WILDSCivilComments,0-1-2-3-5-6,4,2500
72,sample_42581,,0.9999999995402857,WILDSCivilComments,0-1-2-3-5-6,4,2500
73,sample_29983,,0.9999999995399831,WILDSCivilComments,0-1-2-3-5-6,4,2500
74,sample_4089,,0.9999999995343332,WILDSCivilComments,0-1-2-3-5-6,4,2500
75,sample_41183,,0.9999999995254891,WILDSCivilComments,0-1-2-3-5-6,4,2500
76,sample_37071,,0.9999999995177344,WILDSCivilComments,0-1-2-3-5-6,4,2500
77,sample_39263,,0.9999999995107429,WILDSCivilComments,0-1-2-3-5-6,4,2500
78,sample_31183,,0.999999999510351,WILDSCivilComments,0-1-2-3-5-6,4,2500
79,sample_14670,,0.9999999995028781,WILDSCivilComments,0-1-2-3-5-6,4,2500
80,sample_48296,,0.9999999994950313,WILDSCivilComments,0-1-2-3-5-6,4,2500
81,sample_7724,,0.9999999994894149,WILDSCivilComments,0-1-2-3-5-6,4,2500
82,sample_47029,,0.9999999994829705,WILDSCivilComments,0-1-2-3-5-6,4,2500
83,sample_39996,,0.999999999480722,WILDSCivilComments,0-1-2-3-5-6,4,2500
84,sample_47729,,0.9999999994800215,WILDSCivilComments,0-1-2-3-5-6,4,2500
85,sample_33833,,0.9999999994731641,WILDSCivilComments,0-1-2-3-5-6,4,2500
86,sample_50619,,0.9999999994702984,WILDSCivilComments,0-1-2-3-5-6,4,2500
87,sample_3233,,0.999999999462813,WILDSCivilComments,0-1-2-3-5-6,4,2500
88,sample_20916,,0.99999999945488,WILDSCivilComments,0-1-2-3-5-6,4,2500
89,sample_42400,,0.9999999994518136,WILDSCivilComments,0-1-2-3-5-6,4,2500
90,sample_45858,,0.9999999994466926,WILDSCivilComments,0-1-2-3-5-6,4,2500
91,sample_12392,,0.9999999994436555,WILDSCivilComments,0-1-2-3-5-6,4,2500
92,sample_28543,,0.9999999994435302,WILDSCivilComments,0-1-2-3-5-6,4,2500
93,sample_15022,,0.9999999994413085,WILDSCivilComments,0-1-2-3-5-6,4,2500
94,sample_40926,,0.9999999994307087,WILDSCivilComments,0-1-2-3-5-6,4,2500
95,sample_30243,,0.9999999994277289,WILDSCivilComments,0-1-2-3-5-6,4,2500
96,sample_41092,,0.9999999994264963,WILDSCivilComments,0-1-2-3-5-6,4,2500
97,sample_16128,,0.9999999994048188,WILDSCivilComments,0-1-2-3-5-6,4,2500
98,sample_25035,,0.9999999993977235,WILDSCivilComments,0-1-2-3-5-6,4,2500
99,sample_49474,,0.999999999392978,WILDSCivilComments,0-1-2-3-5-6,4,2500
100,sample_5960,,0.9999999993880022,WILDSCivilComments,0-1-2-3-5-6,4,2500
101,sample_4701,,0.9999999993837139,WILDSCivilComments,0-1-2-3-5-6,4,2500
102,sample_42869,,0.9999999993826916,WILDSCivilComments,0-1-2-3-5-6,4,2500
103,sample_3351,,0.9999999993645727,WILDSCivilComments,0-1-2-3-5-6,4,2500
104,sample_38981,,0.9999999993528084,WILDSCivilComments,0-1-2-3-5-6,4,2500
105,sample_33942,,0.9999999993507038,WILDSCivilComments,0-1-2-3-5-6,4,2500
106,sample_50425,,0.9999999993444109,WILDSCivilComments,0-1-2-3-5-6,4,2500
107,sample_21436,,0.9999999993410724,WILDSCivilComments,0-1-2-3-5-6,4,2500
108,sample_6858,,0.9999999993365236,WILDSCivilComments,0-1-2-3-5-6,4,2500
109,sample_51638,,0.9999999993319406,WILDSCivilComments,0-1-2-3-5-6,4,2500
110,sample_20375,,0.9999999993309026,WILDSCivilComments,0-1-2-3-5-6,4,2500
111,sample_800,,0.9999999993287065,WILDSCivilComments,0-1-2-3-5-6,4,2500
112,sample_46845,,0.9999999993158764,WILDSCivilComments,0-1-2-3-5-6,4,2500
113,sample_2766,,0.9999999993102515,WILDSCivilComments,0-1-2-3-5-6,4,2500
114,sample_18199,,0.9999999992978472,WILDSCivilComments,0-1-2-3-5-6,4,2500
115,sample_2123,,0.9999999992673068,WILDSCivilComments,0-1-2-3-5-6,4,2500
116,sample_10650,,0.9999999992444955,WILDSCivilComments,0-1-2-3-5-6,4,2500
117,sample_8743,,0.9999999992435424,WILDSCivilComments,0-1-2-3-5-6,4,2500
118,sample_49711,,0.999999999211812,WILDSCivilComments,0-1-2-3-5-6,4,2500
119,sample_28202,,0.9999999992002364,WILDSCivilComments,0-1-2-3-5-6,4,2500
120,sample_15776,,0.9999999991988471,WILDSCivilComments,0-1-2-3-5-6,4,2500
121,sample_13786,,0.999999999198546,WILDSCivilComments,0-1-2-3-5-6,4,2500
122,sample_33033,,0.9999999991952311,WILDSCivilComments,0-1-2-3-5-6,4,2500
123,sample_2669,,0.9999999991922215,WILDSCivilComments,0-1-2-3-5-6,4,2500
124,sample_51402,,0.9999999991908615,WILDSCivilComments,0-1-2-3-5-6,4,2500
125,sample_16514,,0.999999999178552,WILDSCivilComments,0-1-2-3-5-6,4,2500
126,sample_48009,,0.9999999991781994,WILDSCivilComments,0-1-2-3-5-6,4,2500
127,sample_41418,,0.9999999991778246,WILDSCivilComments,0-1-2-3-5-6,4,2500
128,sample_26310,,0.9999999991772881,WILDSCivilComments,0-1-2-3-5-6,4,2500
129,sample_47331,,0.9999999991486577,WILDSCivilComments,0-1-2-3-5-6,4,2500
130,sample_34584,,0.9999999991032182,WILDSCivilComments,0-1-2-3-5-6,4,2500
131,sample_40247,,0.9999999990942898,WILDSCivilComments,0-1-2-3-5-6,4,2500
132,sample_19173,,0.9999999990900545,WILDSCivilComments,0-1-2-3-5-6,4,2500
133,sample_1193,,0.9999999990867701,WILDSCivilComments,0-1-2-3-5-6,4,2500
134,sample_27390,,0.9999999990693957,WILDSCivilComments,0-1-2-3-5-6,4,2500
135,sample_1339,,0.9999999990411343,WILDSCivilComments,0-1-2-3-5-6,4,2500
136,sample_28756,,0.9999999990280333,WILDSCivilComments,0-1-2-3-5-6,4,2500
137,sample_31209,,0.9999999990221926,WILDSCivilComments,0-1-2-3-5-6,4,2500
138,sample_32979,,0.9999999990135533,WILDSCivilComments,0-1-2-3-5-6,4,2500
139,sample_33754,,0.9999999990107327,WILDSCivilComments,0-1-2-3-5-6,4,2500
140,sample_12537,,0.9999999989990085,WILDSCivilComments,0-1-2-3-5-6,4,2500
141,sample_50045,,0.999999998998103,WILDSCivilComments,0-1-2-3-5-6,4,2500
142,sample_47605,,0.999999998983726,WILDSCivilComments,0-1-2-3-5-6,4,2500
143,sample_45279,,0.9999999989729402,WILDSCivilComments,0-1-2-3-5-6,4,2500
144,sample_51887,,0.9999999989718151,WILDSCivilComments,0-1-2-3-5-6,4,2500
145,sample_38819,,0.9999999989601476,WILDSCivilComments,0-1-2-3-5-6,4,2500
146,sample_52578,,0.9999999989530866,WILDSCivilComments,0-1-2-3-5-6,4,2500
147,sample_44895,,0.9999999989299817,WILDSCivilComments,0-1-2-3-5-6,4,2500
