rank,file_path,label,selection_score,dataset,train_idxs,test_idx,num_ood_samples
1,PACS/sketch/dog/n02106662_7960-2.png,0,0.9999871356261425,PACS,0-1-2,3,3500
2,PACS/sketch/dog/n02109525_8211-4.png,0,0.9999844185838719,PACS,0-1-2,3,3500
3,PACS/sketch/dog/5333.png,0,0.9999825531853651,PACS,0-1-2,3,3500
4,PACS/sketch/guitar/n02676566_330-1.png,3,0.9999810040614309,PACS,0-1-2,3,3500
5,PACS/sketch/elephant/5936.png,1,0.999979262110337,PACS,0-1-2,3,3500
6,PACS/sketch/giraffe/n02439033_11683-1.png,2,0.9999783622982156,PACS,0-1-2,3,3500
7,PACS/sketch/dog/n02109525_5583-7.png,0,0.9999775082213919,PACS,0-1-2,3,3500
8,PACS/sketch/giraffe/n02439033_11487-5.png,2,0.9999767274759161,PACS,0-1-2,3,3500
9,PACS/sketch/horse/n02374451_1189-2.png,4,0.99997664793054,PACS,0-1-2,3,3500
10,PACS/sketch/horse/n02374451_1234-2.png,4,0.9999757815874459,PACS,0-1-2,3,3500
11,PACS/sketch/giraffe/n02439033_11683-3.png,2,0.9999751915506047,PACS,0-1-2,3,3500
12,PACS/sketch/horse/n02374451_13171-2.png,4,0.9999740524205052,PACS,0-1-2,3,3500
13,PACS/sketch/horse/n02374451_779-4.png,4,0.9999724911591099,PACS,0-1-2,3,3500
14,PACS/sketch/guitar/n02676566_1324-3.png,3,0.9999719223559129,PACS,0-1-2,3,3500
15,PACS/sketch/guitar/n02676566_8859-6.png,3,0.9999714575996239,PACS,0-1-2,3,3500
16,PACS/sketch/giraffe/n02439033_569-5.png,2,0.9999712437564904,PACS,0-1-2,3,3500
17,PACS/sketch/person/12195.png,6,0.9999710246087748,PACS,0-1-2,3,3500
18,PACS/sketch/dog/n02103406_2706-8.png,0,0.9999702880097227,PACS,0-1-2,3,3500
19,PACS/sketch/house/8846.png,5,0.9999701046590543,PACS,0-1-2,3,3500
20,PACS/sketch/elephant/n02503517_1359-4.png,1,0.9999695706370012,PACS,0-1-2,3,3500
21,PACS/sketch/dog/n02109525_9037-4.png,0,0.999968428194451,PACS,0-1-2,3,3500
22,PACS/sketch/giraffe/n02439033_2677-6.png,2,0.9999683867684269,PACS,0-1-2,3,3500
23,PACS/sketch/horse/n02374451_3388-5.png,4,0.9999679125803262,PACS,0-1-2,3,3500
24,PACS/sketch/horse/n02374451_8806-2.png,4,0.9999675721681296,PACS,0-1-2,3,3500
25,PACS/sketch/guitar/n02676566_9577-5.png,3,0.9999675068205724,PACS,0-1-2,3,3500
26,PACS/sketch/dog/n02103406_7368-8.png,0,0.999967024025604,PACS,0-1-2,3,3500
27,PACS/sketch/elephant/n02503517_1415-5.png,1,0.999965215968874,PACS,0-1-2,3,3500
28,PACS/sketch/dog/n02106662_1922-5.png,0,0.999965153617013,PACS,0-1-2,3,3500
29,PACS/sketch/dog/n02103406_2954-3.png,0,0.9999650517818218,PACS,0-1-2,3,3500
30,PACS/sketch/elephant/n02503517_9154-6.png,1,0.9999649063028773,PACS,0-1-2,3,3500
31,PACS/sketch/giraffe/n02439033_10839-5.png,2,0.9999647405533214,PACS,0-1-2,3,3500
32,PACS/sketch/dog/n02106662_2377-1.png,0,0.9999641755824127,PACS,0-1-2,3,3500
33,PACS/sketch/elephant/n02503517_3879-4.png,1,0.9999637208731417,PACS,0-1-2,3,3500
34,PACS/sketch/guitar/n03467517_22785-2.png,3,0.999963318052134,PACS,0-1-2,3,3500
35,PACS/sketch/giraffe/n02439033_9472-8.png,2,0.9999629334943919,PACS,0-1-2,3,3500
36,PACS/sketch/giraffe/n02439033_11894-7.png,2,0.9999619511046592,PACS,0-1-2,3,3500
37,PACS/sketch/horse/n02374451_12225-5.png,4,0.9999614576511848,PACS,0-1-2,3,3500
38,PACS/sketch/dog/n02109525_10297-2.png,0,0.9999606576020583,PACS,0-1-2,3,3500
39,PACS/sketch/giraffe/n02439033_11486-2.png,2,0.9999606341460952,PACS,0-1-2,3,3500
40,PACS/sketch/giraffe/n02439033_14322-5.png,2,0.9999601577478977,PACS,0-1-2,3,3500
41,PACS/sketch/dog/5307.png,0,0.9999601380616162,PACS,0-1-2,3,3500
42,PACS/sketch/giraffe/n02439033_14554-1.png,2,0.9999600270591401,PACS,0-1-2,3,3500
43,PACS/sketch/guitar/n02676566_3360-1.png,3,0.9999585510384101,PACS,0-1-2,3,3500
44,PACS/sketch/horse/n02374451_9225-2.png,4,0.9999583858025808,PACS,0-1-2,3,3500
45,PACS/sketch/giraffe/n02439033_11273-2.png,2,0.9999576845240615,PACS,0-1-2,3,3500
46,PACS/sketch/elephant/n02503517_9237-5.png,1,0.9999571750045754,PACS,0-1-2,3,3500
47,PACS/sketch/horse/n02374451_15669-1.png,4,0.9999570096953809,PACS,0-1-2,3,3500
48,PACS/sketch/dog/n02103406_3255-3.png,0,0.9999564025048834,PACS,0-1-2,3,3500
49,PACS/sketch/dog/n02106662_13912-3.png,0,0.9999561447229812,PACS,0-1-2,3,3500
50,PACS/sketch/giraffe/n02439033_11627-5.png,2,0.9999561128850275,PACS,0-1-2,3,3500
51,PACS/sketch/horse/n02374451_10809-8.png,4,0.9999559052270334,PACS,0-1-2,3,3500
52,PACS/sketch/giraffe/n02439033_67-5.png,2,0.9999558556219698,PACS,0-1-2,3,3500
53,PACS/sketch/dog/n02106662_2101-3.png,0,0.9999554770246517,PACS,0-1-2,3,3500
54,PACS/sketch/guitar/n02676566_4469-3.png,3,0.9999553971735614,PACS,0-1-2,3,3500
55,PACS/sketch/giraffe/n02439033_12939-5.png,2,0.9999552072785199,PACS,0-1-2,3,3500
56,PACS/sketch/guitar/n03272010_7383-5.png,3,0.9999544612548192,PACS,0-1-2,3,3500
57,PACS/sketch/guitar/n02676566_4699-2.png,3,0.9999543809306847,PACS,0-1-2,3,3500
58,PACS/sketch/horse/n02374451_12418-8.png,4,0.9999541618434595,PACS,0-1-2,3,3500
59,PACS/sketch/horse/n02374451_17634-6.png,4,0.9999541156158751,PACS,0-1-2,3,3500
60,PACS/sketch/guitar/n03467517_23229-5.png,3,0.9999539529469192,PACS,0-1-2,3,3500
61,PACS/sketch/giraffe/n02439033_12680-4.png,2,0.9999538997828915,PACS,0-1-2,3,3500
62,PACS/sketch/person/12106.png,6,0.9999537293775671,PACS,0-1-2,3,3500
63,PACS/sketch/giraffe/n02439033_14580-9.png,2,0.9999530793038718,PACS,0-1-2,3,3500
64,PACS/sketch/giraffe/n02439033_11215-5.png,2,0.9999526964788251,PACS,0-1-2,3,3500
65,PACS/sketch/giraffe/n02439033_3944-6.png,2,0.999952605313965,PACS,0-1-2,3,3500
66,PACS/sketch/giraffe/n02439033_15479-4.png,2,0.999952180604923,PACS,0-1-2,3,3500
67,PACS/sketch/giraffe/n02439033_16085-4.png,2,0.9999519633211238,PACS,0-1-2,3,3500
68,PACS/sketch/guitar/7628.png,3,0.9999517789069087,PACS,0-1-2,3,3500
69,PACS/sketch/elephant/n02503517_11873-5.png,1,0.9999517726065519,PACS,0-1-2,3,3500
70,PACS/sketch/horse/8538.png,4,0.9999517281127358,PACS,0-1-2,3,3500
71,PACS/sketch/giraffe/n02439033_12413-2.png,2,0.9999516183364616,PACS,0-1-2,3,3500
72,PACS/sketch/dog/n02109525_8211-3.png,0,0.9999514069324861,PACS,0-1-2,3,3500
73,PACS/sketch/dog/n02109525_8457-3.png,0,0.9999508695939067,PACS,0-1-2,3,3500
74,PACS/sketch/elephant/n02503517_5905-7.png,1,0.9999508074756334,PACS,0-1-2,3,3500
75,PACS/sketch/horse/n02374451_13159-3.png,4,0.9999502288726394,PACS,0-1-2,3,3500
76,PACS/sketch/horse/n02374451_503-2.png,4,0.9999502282556156,PACS,0-1-2,3,3500
77,PACS/sketch/elephant/n02503517_10300-3.png,1,0.9999499523945413,PACS,0-1-2,3,3500
78,PACS/sketch/elephant/n02503517_3072-6.png,1,0.9999495291401912,PACS,0-1-2,3,3500
79,PACS/sketch/horse/n02374451_597-7.png,4,0.9999492730651065,PACS,0-1-2,3,3500
80,PACS/sketch/dog/5351.png,0,0.9999492444677072,PACS,0-1-2,3,3500
81,PACS/sketch/dog/5303.png,0,0.999948976050176,PACS,0-1-2,3,3500
82,PACS/sketch/horse/n02374451_777-3.png,4,0.9999474197784144,PACS,0-1-2,3,3500
83,PACS/sketch/dog/n02109525_3202-3.png,0,0.9999472693891622,PACS,0-1-2,3,3500
84,PACS/sketch/dog/n02103406_2706-6.png,0,0.9999468836556133,PACS,0-1-2,3,3500
85,PACS/sketch/giraffe/n02439033_11059-4.png,2,0.9999465428881922,PACS,0-1-2,3,3500
86,PACS/sketch/giraffe/n02439033_1508-3.png,2,0.9999463129433305,PACS,0-1-2,3,3500
87,PACS/sketch/elephant/n02503517_6937-5.png,1,0.9999462068604249,PACS,0-1-2,3,3500
88,PACS/sketch/horse/n02374451_10118-4.png,4,0.9999456099482937,PACS,0-1-2,3,3500
89,PACS/sketch/giraffe/7423.png,2,0.999945144008508,PACS,0-1-2,3,3500
90,PACS/sketch/horse/n02374451_2233-6.png,4,0.9999448422838587,PACS,0-1-2,3,3500
91,PACS/sketch/elephant/n02503517_1359-3.png,1,0.9999448397590205,PACS,0-1-2,3,3500
92,PACS/sketch/guitar/n03272010_9899-5.png,3,0.9999447923442496,PACS,0-1-2,3,3500
93,PACS/sketch/elephant/n02503517_8938-1.png,1,0.9999443604305231,PACS,0-1-2,3,3500
94,PACS/sketch/dog/n02109525_5583-2.png,0,0.9999440666122199,PACS,0-1-2,3,3500
95,PACS/sketch/house/8870.png,5,0.9999437745668229,PACS,0-1-2,3,3500
96,PACS/sketch/elephant/n02503517_2804-2.png,1,0.9999436503583943,PACS,0-1-2,3,3500
97,PACS/sketch/horse/n02374451_12174-2.png,4,0.9999435320147132,PACS,0-1-2,3,3500
98,PACS/sketch/giraffe/n02439033_5652-1.png,2,0.9999434515608603,PACS,0-1-2,3,3500
99,PACS/sketch/giraffe/n02439033_10295-5.png,2,0.9999433319350644,PACS,0-1-2,3,3500
100,PACS/sketch/giraffe/n02439033_14846-3.png,2,0.9999432971227351,PACS,0-1-2,3,3500
101,PACS/sketch/horse/n02374451_10761-8.png,4,0.9999432277046061,PACS,0-1-2,3,3500
102,PACS/sketch/house/8827.png,5,0.9999429270886271,PACS,0-1-2,3,3500
103,PACS/sketch/horse/n02374451_12128-8.png,4,0.9999429265987921,PACS,0-1-2,3,3500
104,PACS/sketch/elephant/5988.png,1,0.9999429111940622,PACS,0-1-2,3,3500
105,PACS/sketch/guitar/n03467517_22871-1.png,3,0.9999422233588187,PACS,0-1-2,3,3500
106,PACS/sketch/person/12223.png,6,0.9999417379661073,PACS,0-1-2,3,3500
107,PACS/sketch/guitar/n02676566_6914-5.png,3,0.9999414038755557,PACS,0-1-2,3,3500
108,PACS/sketch/horse/n02374451_1340-1.png,4,0.9999413952696589,PACS,0-1-2,3,3500
109,PACS/sketch/guitar/n03272010_6799-3.png,3,0.9999405013215343,PACS,0-1-2,3,3500
